#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
0,12705.076172,1657.529245,0.000000,3844.270763,3855.832929,941.701995,4118.824349
1,13558.719727,2041.817499,0.000000,3844.270763,3855.832929,441.277691,4118.824349
2,13577.230469,2049.170555,0.000000,3844.270763,3855.832929,-2262.888252,4118.824349
3,13748.353516,2115.582262,0.000000,3844.270763,3855.832929,-120.984290,4118.824349
4,14694.793945,2440.611153,0.000000,3844.270763,3855.832929,346.042019,4118.824349
5,15003.599609,2534.140600,0.000000,3844.270763,3855.832929,-1982.655699,4118.824349
6,15083.928711,2557.627599,0.000000,3844.270763,3855.832929,915.441687,4118.824349
7,15084.084961,2557.672961,0.000000,3844.270763,3855.832929,-1695.502721,4118.824349
8,15286.521484,2615.420192,0.000000,3844.270763,3855.832929,-814.073177,4118.824349
9,16122.334961,2834.385200,0.000000,3844.270763,3855.832929,-614.068304,4118.824349
10,16277.836914,2872.043710,0.000000,3844.270763,3855.832929,1028.353750,4118.824349
11,16596.937500,2946.628767,0.000000,3844.270763,3855.832929,-1243.931555,4118.824349
12,16836.294922,3000.330089,0.000000,3844.270763,3855.832929,-1488.977664,4118.824349
13,17167.150391,3071.596866,0.000000,3844.270763,3855.832929,1553.316038,4118.824349
14,17305.369141,3100.401524,0.000000,3844.270763,3855.832929,1270.832159,4118.824349
15,17365.791016,3112.820626,0.000000,3844.270763,3855.832929,-348.838476,4118.824349
16,17516.427734,3143.335290,0.000000,3844.270763,3855.832929,-477.336334,4118.824349
17,17545.435547,3149.139275,0.000000,3844.270763,3855.832929,872.513054,4118.824349
18,17702.599609,3180.188614,0.000000,3844.270763,3855.832929,2880.726415,4118.824349
19,17786.287109,3196.453259,0.000000,3844.270763,3855.832929,-973.693860,4118.824349
20,17896.822266,3217.655672,0.000000,3844.270763,3855.832929,-1933.343666,4118.824349
21,17926.802734,3223.352184,0.000000,3844.270763,3855.832929,1791.817307,4118.824349
22,17983.111328,3233.989420,0.000000,3844.270763,3855.832929,-347.356859,4118.824349
23,18125.843750,3260.596299,0.000000,3844.270763,3855.832929,-1248.751429,4118.824349
24,18175.296875,3269.697277,0.000000,3844.270763,3855.832929,-742.274962,4118.824349
25,18177.554688,3270.111358,0.000000,3844.270763,3855.832929,849.575783,4118.824349
26,18221.019531,3278.058592,0.000000,3844.270763,3855.832929,2882.633188,4118.824349
27,18609.095703,3347.024314,0.000000,3844.270763,3855.832929,-1413.340676,4118.824349
28,19058.228516,3422.571364,0.000000,3844.270763,3855.832929,1566.678792,4118.824349
29,19381.876953,3474.331430,0.000000,3844.270763,3855.832929,-1792.863803,4118.824349
30,19383.292969,3474.553136,0.000000,3844.270763,3855.832929,234.001166,4118.824349
31,19428.404297,3481.594907,0.000000,3844.270763,3855.832929,221.431714,4118.824349
32,19446.226563,3484.365565,0.000000,3844.270763,3855.832929,1203.364275,4118.824349
33,19511.464844,3494.452995,0.000000,3844.270763,3855.832929,1359.075409,4118.824349
34,19548.160156,3500.089532,0.000000,3844.270763,3855.832929,713.444836,4118.824349
35,19719.658203,3526.079007,0.000000,3844.270763,3855.832929,288.284479,4118.824349
36,19754.494141,3531.287804,0.000000,3844.270763,3855.832929,1896.844994,4118.824349
37,19759.445313,3532.026210,0.000000,3844.270763,3855.832929,-1566.920531,4118.824349
38,19905.716797,3553.627838,0.000000,3844.270763,3855.832929,-391.810413,4118.824349
39,20005.703125,3568.159402,0.000000,3844.270763,3855.832929,1076.308990,4118.824349
40,20105.060547,3582.413509,0.000000,3844.270763,3855.832929,-1643.646590,4118.824349
41,20139.357422,3587.291182,0.000000,3844.270763,3855.832929,538.625960,4118.824349
42,20193.972656,3595.013663,0.000000,3844.270763,3855.832929,-320.184694,4118.824349
43,20210.572266,3597.349940,0.000000,3844.270763,3855.832929,-689.432851,4118.824349
44,20267.498047,3605.323534,0.000000,3844.270763,3855.832929,-1387.921335,4118.824349
45,20371.875000,3619.790584,0.000000,3844.270763,3855.832929,64.237800,4118.824349
46,20402.064453,3623.938305,0.000000,3844.270763,3855.832929,-277.032512,4118.824349
47,20461.140625,3632.007533,0.000000,3844.270763,3855.832929,962.690794,4118.824349
48,20524.521484,3640.595623,0.000000,3844.270763,3855.832929,1400.877926,4118.824349
49,20653.970703,3657.915739,0.000000,3844.270763,3855.832929,-3904.528155,4118.824349
50,20782.060547,3674.766336,0.000000,3844.270763,3855.832929,924.690256,4118.824349
51,20784.769531,3675.119650,0.000000,3844.270763,3855.832929,-461.639570,4118.824349
52,20887.000000,3688.360966,0.000000,3844.270763,3855.832929,-1739.261752,4118.824349
53,20906.138672,3690.820074,0.000000,3844.270763,3855.832929,-1578.095830,4118.824349
54,20919.232422,3692.498893,0.000000,3844.270763,3855.832929,1696.209043,4118.824349
55,21040.652344,3707.928871,0.000000,3844.270763,3855.832929,235.740896,4118.824349
56,21044.568359,3708.422391,0.000000,3844.270763,3855.832929,1457.282113,4118.824349
57,21065.410156,3711.044686,0.000000,3844.270763,3855.832929,587.503886,4118.824349
58,21269.203125,3736.305831,0.000000,3844.270763,3855.832929,-1035.582712,4118.824349
59,21291.011719,3738.968618,0.000000,3844.270763,3855.832929,454.997469,4118.824349
60,21421.246094,3754.708899,0.000000,3844.270763,3855.832929,169.559952,4118.824349
61,21430.757813,3755.847739,0.000000,3844.270763,3855.832929,-354.398179,4118.824349
62,21563.623047,3771.603957,0.000000,3844.270763,3855.832929,-1085.058798,4118.824349
63,21608.125000,3776.818398,0.000000,3844.270763,3855.832929,-283.230122,4118.824349
64,21675.365234,3784.637687,0.000000,3844.270763,3855.832929,1542.613850,4118.824349
65,21682.734375,3785.490300,0.000000,3844.270763,3855.832929,-756.265173,4118.824349
66,21764.412109,3794.883365,0.000000,3844.270763,3855.832929,896.889149,4118.824349
67,21993.695313,3820.697007,0.000000,3844.270763,3855.832929,-1327.374671,4118.824349
68,21999.648438,3821.356450,0.000000,3844.270763,3855.832929,-209.297445,4118.824349
69,22037.912109,3825.582085,0.000000,3844.270763,3855.832929,1937.963258,4118.824349
70,22048.894531,3826.790799,0.000000,3844.270763,3855.832929,-1246.840568,4118.824349
71,22068.046875,3828.894294,0.000000,3844.270763,3855.832929,4222.718331,4118.824349
72,22140.568359,3836.808836,0.000000,3844.270763,3855.832929,1390.951313,4118.824349
73,22166.597656,3839.630105,0.000000,3844.270763,3855.832929,2072.184296,4118.824349
74,22173.445313,3840.370612,0.000000,3844.270763,3855.832929,221.843028,4118.824349
75,22203.605469,3843.623735,0.000000,3844.270763,3855.832929,159.479028,4118.824349
76,22306.859375,3854.657555,0.000000,3844.270763,3855.832929,-476.973008,4118.824349
77,22358.490234,3860.115216,0.000000,3844.270763,3855.832929,-2072.565311,4118.824349
78,22432.316406,3867.850367,0.000000,3844.270763,3855.832929,-1522.018658,4118.824349
79,22630.193359,3888.187781,0.000000,3844.270763,3855.832929,1725.174944,4118.824349
80,22715.480469,3896.777585,0.000000,3844.270763,3855.832929,2852.317583,4118.824349
81,22737.052734,3898.933613,0.000000,3844.270763,3855.832929,1523.498148,4118.824349
82,22869.000000,3911.975576,0.000000,3844.270763,3855.832929,-1719.332760,4118.824349
83,22889.591797,3913.988464,0.000000,3844.270763,3855.832929,234.516920,4118.824349
84,22897.238281,3914.734385,0.000000,3844.270763,3855.832929,-457.747160,4118.824349
85,23012.623047,3925.889565,0.000000,3844.270763,3855.832929,85.785440,4118.824349
86,23014.025391,3926.023983,0.000000,3844.270763,3855.832929,1191.708089,4118.824349
87,23078.683594,3932.191539,0.000000,3844.270763,3855.832929,3487.697375,4118.824349
88,23101.847656,3934.386798,0.000000,3844.270763,3855.832929,-70.820869,4118.824349
89,23134.898438,3937.506007,0.000000,3844.270763,3855.832929,-37.425574,4118.824349
90,23181.007813,3941.832132,0.000000,3844.270763,3855.832929,-1725.500246,4118.824349
91,23194.191406,3943.063607,0.000000,3844.270763,3855.832929,97.318626,4118.824349
92,23563.464844,3976.582363,0.000000,3844.270763,3855.832929,2349.557421,4118.824349
93,23579.218750,3977.970845,0.000000,3844.270763,3855.832929,3138.707321,4118.824349
94,23602.417969,3980.009399,0.000000,3844.270763,3855.832929,-922.646292,4118.824349
95,23624.369141,3981.931576,0.000000,3844.270763,3855.832929,-23.530683,4118.824349
96,23871.466797,4003.121800,0.000000,3844.270763,3855.832929,-961.716875,4118.824349
97,23889.535156,4004.639253,0.000000,3844.270763,3855.832929,3671.141825,4118.824349
98,23909.228516,4006.288239,0.000000,3844.270763,3855.832929,-3.969639,4118.824349
99,23947.216797,4009.454579,0.000000,3844.270763,3855.832929,-598.045255,4118.824349
100,24157.708984,4026.654141,0.000000,3844.270763,3855.832929,-1599.776589,4118.824349
101,24169.859375,4027.629212,0.000000,3844.270763,3855.832929,-3724.423184,4118.824349
102,24204.958984,4030.435133,0.000000,3844.270763,3855.832929,2404.857580,4118.824349
103,24237.492188,4033.021550,0.000000,3844.270763,3855.832929,-950.227989,4118.824349
104,24346.820313,4041.612488,0.000000,3844.270763,3855.832929,1567.605402,4118.824349
105,24379.566406,4044.155540,0.000000,3844.270763,3855.832929,-932.530237,4118.824349
106,24383.671875,4044.473393,0.000000,3844.270763,3855.832929,1355.266922,4118.824349
107,24599.828125,4060.902740,0.000000,3844.270763,3855.832929,-2576.446386,4118.824349
108,24701.726563,4068.440759,0.000000,3844.270763,3855.832929,1092.648163,4118.824349
109,24720.486328,4069.814163,0.000000,3844.270763,3855.832929,181.561961,4118.824349
110,24853.802734,4079.446187,0.000000,3844.270763,3855.832929,-1035.374809,4118.824349
111,24992.429688,4089.224954,0.000000,3844.270763,3855.832929,-1026.290535,4118.824349
112,25161.892578,4100.853237,0.000000,3844.270763,3855.832929,3681.015663,4118.824349
113,25215.230469,4104.439526,0.000000,3844.270763,3855.832929,2024.537038,4118.824349
114,25290.992188,4109.473190,0.000000,3844.270763,3855.832929,-3134.084894,4118.824349
115,25346.076172,4113.088678,0.000000,3844.270763,3855.832929,-1621.997809,4118.824349
116,25366.271484,4114.404888,0.000000,3844.270763,3855.832929,-1972.883377,4118.824349
117,25373.582031,4114.880113,0.000000,3844.270763,3855.832929,1082.835246,4118.824349
118,25393.388672,4116.164364,0.000000,3844.270763,3855.832929,-607.596896,4118.824349
119,25583.326172,4128.236677,0.000000,3844.270763,3855.832929,1711.569803,4118.824349
120,25590.458984,4128.681485,0.000000,3844.270763,3855.832929,2062.222473,4118.824349
121,25603.332031,4129.482696,0.000000,3844.270763,3855.832929,-1303.833572,4118.824349
122,25786.226563,4140.649532,0.000000,3844.270763,3855.832929,-3334.757465,4118.824349
123,25831.947266,4143.378106,0.000000,3844.270763,3855.832929,1908.877953,4118.824349
124,25976.984375,4151.868061,0.000000,3844.270763,3855.832929,477.633968,4118.824349
125,26080.664063,4157.783259,0.000000,3844.270763,3855.832929,-1344.480353,4118.824349
126,26118.427734,4159.906035,0.000000,3844.270763,3855.832929,-4219.358423,4118.824349
127,26124.816406,4160.263483,0.000000,3844.270763,3855.832929,-1604.834181,4118.824349
128,26207.507813,4164.846480,0.000000,3844.270763,3855.832929,-965.771151,4118.824349
129,26276.843750,4168.627004,0.000000,3844.270763,3855.832929,-1831.093361,4118.824349
130,26301.533203,4169.959508,0.000000,3844.270763,3855.832929,2141.111933,4118.824349
131,26328.203125,4171.390837,0.000000,3844.270763,3855.832929,-414.056762,4118.824349
132,26452.628906,4177.958167,0.000000,3844.270763,3855.832929,-162.488772,4118.824349
133,26480.128906,4179.385171,0.000000,3844.270763,3855.832929,-2543.507565,4118.824349
134,26574.931641,4184.236866,0.000000,3844.270763,3855.832929,-508.225750,4118.824349
135,26582.322266,4184.610690,0.000000,3844.270763,3855.832929,-394.450555,4118.824349
136,26653.314453,4188.169152,0.000000,3844.270763,3855.832929,-210.435936,4118.824349
137,26750.449219,4192.943172,0.000000,3844.270763,3855.832929,-3411.521428,4118.824349
138,26859.521484,4198.173719,0.000000,3844.270763,3855.832929,-1099.780300,4118.824349
139,26867.894531,4198.569569,0.000000,3844.270763,3855.832929,-1269.411918,4118.824349
140,26928.986328,4201.433339,0.000000,3844.270763,3855.832929,-1361.108991,4118.824349
141,26968.980469,4203.284856,0.000000,3844.270763,3855.832929,2416.426286,4118.824349
142,26970.636719,4203.361135,0.000000,3844.270763,3855.832929,409.786831,4118.824349
143,27144.652344,4211.200153,0.000000,3844.270763,3855.832929,1870.663162,4118.824349
144,27180.701172,4212.780741,0.000000,3844.270763,3855.832929,-1077.238681,4118.824349
145,27186.730469,4213.043651,0.000000,3844.270763,3855.832929,-2270.728634,4118.824349
146,27217.736328,4214.389127,0.000000,3844.270763,3855.832929,-1814.372845,4118.824349
147,27224.044922,4214.661541,0.000000,3844.270763,3855.832929,280.385793,4118.824349
148,27276.763672,4216.920284,0.000000,3844.270763,3855.832929,-914.912151,4118.824349
149,27312.908203,4218.450622,0.000000,3844.270763,3855.832929,-1835.101250,4118.824349
150,27364.427734,4220.606258,0.000000,3844.270763,3855.832929,-1060.268594,4118.824349
151,27475.566406,4225.153882,0.000000,3844.270763,3855.832929,408.022280,4118.824349
152,27515.371094,4226.748614,0.000000,3844.270763,3855.832929,-1274.656655,4118.824349
153,27848.714844,4239.402650,0.000000,3844.270763,3855.832929,-76.351489,4118.824349
154,27962.468750,4243.435461,0.000000,3844.270763,3855.832929,-523.361041,4118.824349
155,28008.794922,4245.036381,0.000000,3844.270763,3855.832929,-322.489246,4118.824349
156,28050.337891,4246.451642,0.000000,3844.270763,3855.832929,1601.236042,4118.824349
157,28087.009766,4247.684972,0.000000,3844.270763,3855.832929,-238.456397,4118.824349
158,28119.892578,4248.778135,0.000000,3844.270763,3855.832929,1308.245035,4118.824349
159,28156.400391,4249.977715,0.000000,3844.270763,3855.832929,2969.904418,4118.824349
160,28342.156250,4255.852062,0.000000,3844.270763,3855.832929,4141.039917,4118.824349
161,28392.914063,4257.390704,0.000000,3844.270763,3855.832929,1794.789477,4118.824349
162,28544.712891,4261.822330,0.000000,3844.270763,3855.832929,996.416887,4118.824349
163,28592.720703,4263.170957,0.000000,3844.270763,3855.832929,-34.153374,4118.824349
164,28620.222656,4263.932099,0.000000,3844.270763,3855.832929,4803.063307,4118.824349
165,28675.332031,4265.432245,0.000000,3844.270763,3855.832929,821.382885,4118.824349
166,28679.171875,4265.535525,0.000000,3844.270763,3855.832929,1675.201527,4118.824349
167,28902.207031,4271.256658,0.000000,3844.270763,3855.832929,1931.910675,4118.824349
168,29039.746094,4274.512986,0.000000,3844.270763,3855.832929,-715.694286,4118.824349
169,29260.263672,4279.302663,0.000000,3844.270763,3855.832929,-3830.678598,4118.824349
170,29278.107422,4279.667048,0.000000,3844.270763,3855.832929,-1478.297099,4118.824349
171,29382.914063,4281.737341,0.000000,3844.270763,3855.832929,1227.360187,4118.824349
172,29701.830078,4287.303108,0.000000,3844.270763,3855.832929,-770.525366,4118.824349
173,29797.521484,4288.758105,0.000000,3844.270763,3855.832929,914.196963,4118.824349
174,29816.226563,4289.030939,0.000000,3844.270763,3855.832929,1630.684734,4118.824349
175,29857.115234,4289.614168,0.000000,3844.270763,3855.832929,1970.964613,4118.824349
176,30029.363281,4291.872692,0.000000,3844.270763,3855.832929,-944.559847,4118.824349
177,30123.714844,4292.974027,0.000000,3844.270763,3855.832929,571.178150,4118.824349
178,30130.730469,4293.052082,0.000000,3844.270763,3855.832929,-1489.564677,4118.824349
179,30222.349609,4294.022693,0.000000,3844.270763,3855.832929,1622.939717,4118.824349
180,30361.310547,4295.322168,0.000000,3844.270763,3855.832929,-1371.167832,4118.824349
181,30522.011719,4296.565647,0.000000,3844.270763,3855.832929,1920.698635,4118.824349
182,30817.554688,4298.127195,0.000000,3844.270763,3855.832929,-495.751916,4118.824349
183,31106.017578,4298.745927,0.000000,3844.270763,3855.832929,483.888351,4118.824349
184,31771.437500,4296.762991,0.000000,3844.270763,3855.832929,-2876.007260,4118.824349
185,32540.945313,4288.527241,0.000000,3844.270763,3855.832929,2471.842278,4118.824349
186,32720.031250,4285.693041,0.000000,3844.270763,3855.832929,3013.398414,4118.824349
187,33263.535156,4274.959212,0.000000,3844.270763,3855.832929,-3676.028170,4118.824349
188,33941.792969,4257.033472,0.000000,3844.270763,3855.832929,-1149.331255,4118.824349
189,34840.707031,4225.418124,0.000000,3844.270763,3855.832929,-34.639968,4118.824349
190,34986.800781,4219.422103,0.000000,3844.270763,3855.832929,494.630910,4118.824349
191,35121.269531,4213.688910,0.000000,3844.270763,3855.832929,-1767.782007,4118.824349
192,35220.128906,4209.342435,0.000000,3844.270763,3855.832929,-630.744119,4118.824349
193,35301.378906,4205.686465,0.000000,3844.270763,3855.832929,-446.771539,4118.824349
194,35388.539063,4201.680351,0.000000,3844.270763,3855.832929,454.517094,4118.824349
195,36306.753906,4154.113837,0.000000,3844.270763,3855.832929,1777.931206,4118.824349
196,37408.167969,4083.769434,0.000000,3844.270763,3855.832929,-1021.548526,4118.824349
197,38964.082031,3958.232660,0.000000,3844.270763,3855.832929,1.124324,4118.824349
198,40739.175781,3773.955923,0.000000,3844.270763,3855.832929,-2739.344751,4118.824349
199,42471.238281,3545.683575,0.000000,3844.270763,3855.832929,1634.547333,4118.824349
